student_id,gender,college_tier,socioeconomic_status,placement_status
STU_0473,Male,Tier 3,Semi-Urban,Not Placed
STU_0425,Male,Tier 3,Semi-Urban,Placed
STU_1250,Male,Tier 3,Urban,Not Placed
STU_1080,Male,Tier 1,Semi-Urban,Placed
STU_1444,Male,Tier 2,Rural,Not Placed
STU_0163,Female,Tier 3,Semi-Urban,Placed
STU_0187,Male,Tier 3,Urban,Not Placed
STU_0379,Male,Tier 2,Urban,Not Placed
STU_1104,Female,Tier 2,Urban,Not Placed
STU_0460,Male,Tier 2,Semi-Urban,Placed
STU_0622,Female,Tier 1,Urban,Placed
STU_0123,Female,Tier 2,Semi-Urban,Not Placed
STU_0529,Male,Tier 1,Urban,Placed
STU_1037,Male,Tier 2,Urban,Not Placed
STU_0215,Female,Tier 1,Semi-Urban,Placed
STU_1312,Female,Tier 3,Urban,Placed
STU_0169,Female,Tier 3,Semi-Urban,Not Placed
STU_0874,Female,Tier 2,Semi-Urban,Placed
STU_0821,Female,Tier 2,Urban,Not Placed
STU_0411,Female,Tier 2,Semi-Urban,Placed
STU_0806,Male,Tier 3,Rural,Placed
STU_0221,Male,Tier 3,Semi-Urban,Not Placed
STU_1457,Other,Tier 2,Urban,Placed
STU_0204,Male,Tier 2,Urban,Not Placed
STU_0919,Female,Tier 3,Semi-Urban,Not Placed
STU_1296,Other,Tier 3,Urban,Placed
STU_1077,Male,Tier 3,Semi-Urban,Not Placed
STU_0818,Female,Tier 3,Semi-Urban,Placed
STU_0009,Female,Tier 2,Urban,Placed
STU_1020,Male,Tier 2,Urban,Placed
STU_1046,Female,Tier 2,Urban,Placed
STU_0179,Male,Tier 1,Semi-Urban,Placed
STU_0004,Female,Tier 3,Semi-Urban,Not Placed
STU_1295,Female,Tier 2,Urban,Not Placed
STU_0671,Female,Tier 2,Semi-Urban,Placed
STU_0549,Male,Tier 2,Urban,Placed
STU_0670,Male,Tier 2,Urban,Placed
STU_0726,Female,Tier 3,Urban,Not Placed
STU_1352,Female,Tier 3,Rural,Placed
STU_0647,Other,Tier 1,Semi-Urban,Placed
STU_0478,Female,Tier 1,Rural,Placed
STU_1161,Female,Tier 2,Urban,Placed
STU_0348,Male,Tier 1,Semi-Urban,Not Placed
STU_0376,Female,Tier 3,Urban,Not Placed
STU_1349,Female,Tier 2,Semi-Urban,Not Placed
STU_0928,Female,Tier 2,Semi-Urban,Placed
STU_0712,Female,Tier 2,Semi-Urban,Placed
STU_0577,Male,Tier 1,Urban,Not Placed
STU_0566,Female,Tier 2,Semi-Urban,Placed
STU_1165,Male,Tier 1,Urban,Not Placed
STU_0872,Male,Tier 2,Rural,Not Placed
STU_0560,Male,Tier 2,Urban,Placed
STU_0025,Female,Tier 2,Urban,Not Placed
STU_0279,Male,Tier 3,Urban,Not Placed
STU_0242,Male,Tier 2,Urban,Placed
STU_0681,Male,Tier 3,Urban,Not Placed
STU_0620,Female,Tier 3,Rural,Not Placed
STU_0675,Female,Tier 2,Rural,Not Placed
STU_0421,Male,Tier 2,Semi-Urban,Not Placed
STU_1126,Male,Tier 3,Semi-Urban,Placed
STU_0428,Female,Tier 3,Semi-Urban,Not Placed
STU_0410,Male,Tier 1,Urban,Placed
STU_0710,Female,Tier 3,Semi-Urban,Not Placed
STU_0561,Female,Tier 3,Urban,Placed
STU_1055,Male,Tier 2,Semi-Urban,Not Placed
STU_0519,Female,Tier 3,Semi-Urban,Not Placed
STU_1125,Male,Tier 3,Rural,Placed
STU_0253,Female,Tier 2,Semi-Urban,Not Placed
STU_1291,Male,Tier 1,Urban,Not Placed
STU_0423,Male,Tier 2,Semi-Urban,Not Placed
STU_1172,Male,Tier 2,Urban,Placed
STU_1377,Female,Tier 1,Semi-Urban,Placed
STU_0330,Male,Tier 2,Rural,Placed
STU_1406,Male,Tier 2,Semi-Urban,Placed
STU_1015,Female,Tier 3,Urban,Placed
STU_0501,Female,Tier 2,Urban,Placed
STU_0414,Male,Tier 2,Semi-Urban,Not Placed
STU_0706,Female,Tier 3,Semi-Urban,Not Placed
STU_0506,Male,Tier 2,Semi-Urban,Not Placed
STU_1443,Female,Tier 2,Semi-Urban,Not Placed
STU_0418,Other,Tier 1,Rural,Placed
STU_0951,Male,Tier 2,Semi-Urban,Placed
STU_1049,Female,Tier 1,Rural,Placed
STU_0051,Male,Tier 2,Urban,Not Placed
STU_0662,Female,Tier 2,Semi-Urban,Placed
STU_0453,Male,Tier 1,Semi-Urban,Placed
STU_1111,Male,Tier 2,Urban,Not Placed
STU_0777,Female,Tier 3,Urban,Not Placed
STU_0462,Female,Tier 3,Semi-Urban,Not Placed
STU_1138,Male,Tier 1,Rural,Placed
STU_1368,Female,Tier 2,Urban,Placed
STU_0664,Female,Tier 3,Semi-Urban,Not Placed
STU_1188,Male,Tier 3,Urban,Not Placed
