student_id,python_score,sql_score,excel_score,stats_score,ml_score,powerbi_score,comm_score,aptitude_score,cgpa,projects_count,internships_count,certifications_count,target_role,placement_status,gender,college_tier,socioeconomic_status
STU_0475,75,70,47,75,71,64,59,75,7.02,3,0,2,Data Scientist,Not Placed,Female,Tier 2,Urban
STU_0476,69,60,62,77,59,66,60,66,7.48,3,0,2,Data Science Intern,Placed,Male,Tier 3,Semi-Urban
STU_0477,61,72,76,61,48,55,50,70,6.34,1,0,3,Data Analyst,Not Placed,Female,Tier 1,Rural
STU_0478,95,71,60,88,89,45,61,76,7.63,4,2,2,Data Scientist,Placed,Female,Tier 1,Rural
STU_0479,90,99,74,75,83,82,79,76,8.44,4,0,2,Data Science Intern,Placed,Female,Tier 2,Urban
STU_0480,87,76,47,82,84,62,60,68,6.91,2,1,3,Data Scientist,Placed,Female,Tier 3,Semi-Urban
STU_0481,95,59,57,68,94,48,72,78,7.32,3,0,3,ML Intern,Placed,Female,Tier 3,Urban
STU_0482,84,86,73,92,87,55,70,76,7.59,4,0,1,ML Intern,Placed,Male,Tier 2,Urban
STU_0483,97,77,39,86,79,57,63,82,6.45,3,2,1,Data Scientist,Placed,Female,Tier 3,Semi-Urban
STU_0484,97,72,54,80,88,46,69,80,7.48,4,0,2,ML Intern,Placed,Male,Tier 3,Urban
STU_0485,91,80,50,85,70,58,57,63,6.28,3,1,2,Data Scientist,Placed,Male,Tier 1,Urban
STU_0486,78,54,54,76,73,61,58,68,7.01,3,1,2,Data Science Intern,Placed,Female,Tier 3,Urban
STU_0487,64,85,79,76,54,71,65,59,6.54,3,0,3,Data Analyst,Not Placed,Male,Tier 1,Urban
STU_0488,54,75,94,75,48,87,88,96,7.75,2,1,2,Business Analyst,Not Placed,Male,Tier 1,Semi-Urban
STU_0489,80,83,82,79,78,78,73,68,8.34,3,0,3,Data Science Intern,Placed,Male,Tier 2,Urban
STU_0490,99,81,79,97,78,67,83,71,8.51,5,1,3,Data Science Intern,Placed,Male,Tier 2,Semi-Urban
STU_0491,86,81,61,75,97,62,80,77,7.65,3,2,2,Data Scientist,Placed,Male,Tier 2,Urban
STU_0492,81,72,54,71,99,47,50,86,7.26,5,2,3,ML Intern,Placed,Other,Tier 1,Semi-Urban
STU_0493,47,58,72,74,36,73,93,84,6.77,3,0,3,Business Analyst,Not Placed,Male,Tier 2,Rural
STU_0494,60,67,72,68,44,78,71,75,7.15,3,0,1,Data Analyst,Placed,Female,Tier 1,Urban
STU_0495,77,94,67,86,92,77,57,76,6.92,3,1,3,Data Scientist,Placed,Male,Tier 2,Semi-Urban
STU_0496,31,62,85,58,39,55,86,89,6.93,2,1,2,Business Analyst,Not Placed,Female,Tier 3,Semi-Urban
STU_0497,81,80,49,88,80,53,61,74,7.08,3,0,3,Data Scientist,Placed,Other,Tier 3,Semi-Urban
STU_0498,71,79,84,74,50,98,68,72,8.2,3,0,4,Data Analyst,Placed,Male,Tier 3,Urban
STU_0499,62,80,64,63,73,58,65,64,6.13,2,0,3,Data Science Intern,Not Placed,Female,Tier 2,Semi-Urban
STU_0500,74,80,67,94,66,79,73,80,7.92,3,1,3,Data Science Intern,Placed,Other,Tier 3,Urban
STU_0501,99,70,67,64,87,50,59,79,7.6,5,0,2,ML Intern,Placed,Female,Tier 2,Urban
STU_0502,87,81,61,78,84,58,72,81,6.85,4,0,2,Data Scientist,Placed,Male,Tier 1,Semi-Urban
STU_0503,40,45,68,45,32,63,80,69,5.5,1,0,2,Business Analyst,Not Placed,Female,Tier 2,Urban
STU_0504,53,78,71,52,32,78,75,62,7.47,1,1,3,BI Analyst,Not Placed,Female,Tier 2,Semi-Urban
STU_0505,91,78,64,76,99,65,60,74,8.07,4,1,3,ML Intern,Placed,Male,Tier 3,Semi-Urban
STU_0506,71,81,63,57,50,69,65,70,6.82,2,2,2,Data Analyst,Not Placed,Male,Tier 2,Semi-Urban
STU_0507,80,65,68,81,76,59,48,70,6.11,2,0,2,Data Science Intern,Placed,Male,Tier 1,Urban
STU_0508,61,77,89,66,50,92,74,49,6.62,3,1,3,BI Analyst,Not Placed,Male,Tier 3,Rural
STU_0509,74,85,63,78,66,80,85,70,7.86,3,0,3,Data Science Intern,Placed,Female,Tier 2,Semi-Urban
STU_0510,90,66,61,85,95,55,87,69,6.77,3,0,3,ML Intern,Placed,Male,Tier 3,Urban
STU_0511,72,64,41,66,77,42,54,77,6.91,4,0,2,ML Intern,Not Placed,Male,Tier 3,Urban
STU_0512,44,59,89,52,41,73,69,60,7.5,1,1,2,Business Analyst,Not Placed,Female,Tier 2,Semi-Urban
STU_0513,75,74,79,74,74,59,68,83,6.47,2,0,3,Data Science Intern,Placed,Male,Tier 1,Rural
STU_0514,35,78,89,60,56,77,69,66,6.57,2,1,1,BI Analyst,Not Placed,Male,Tier 1,Semi-Urban
STU_0515,53,81,80,82,67,89,82,77,8.84,3,1,3,Data Analyst,Placed,Female,Tier 1,Semi-Urban
STU_0516,69,80,79,64,56,73,74,60,7.13,4,0,2,Data Analyst,Placed,Male,Tier 1,Urban
STU_0517,48,73,89,63,58,74,90,97,7.87,3,0,3,Business Analyst,Placed,Male,Tier 2,Urban
STU_0518,75,99,83,79,48,87,64,90,8.19,3,2,3,BI Analyst,Placed,Male,Tier 3,Urban
STU_0519,73,76,63,85,72,57,76,66,7.56,3,0,3,Data Science Intern,Not Placed,Female,Tier 3,Semi-Urban
STU_0520,54,64,67,67,35,65,66,64,7.3,2,2,2,Data Analyst,Not Placed,Female,Tier 3,Urban
STU_0521,99,92,56,90,90,56,57,78,7.2,2,0,1,Data Scientist,Placed,Female,Tier 1,Urban
STU_0522,49,59,87,54,36,73,88,71,6.4,3,0,1,Business Analyst,Not Placed,Male,Tier 2,Urban
STU_0523,76,54,56,69,61,53,78,61,6.42,2,0,3,Data Science Intern,Not Placed,Female,Tier 2,Rural
STU_0524,76,85,80,67,69,80,67,66,6.96,3,0,2,BI Analyst,Placed,Female,Tier 1,Semi-Urban
STU_0525,50,61,72,69,43,78,63,71,6.29,2,0,3,BI Analyst,Not Placed,Male,Tier 3,Urban
STU_0526,85,96,80,92,88,72,80,76,7.72,4,0,2,Data Scientist,Placed,Female,Tier 3,Rural
STU_0527,44,50,85,63,33,66,73,71,7.24,1,1,1,Business Analyst,Not Placed,Female,Tier 2,Urban
STU_0528,55,58,83,49,47,73,81,80,7.46,2,0,2,Business Analyst,Not Placed,Male,Tier 3,Urban
STU_0529,65,77,70,83,49,79,77,98,7.36,3,2,3,Data Analyst,Placed,Male,Tier 1,Urban
STU_0530,45,82,71,57,41,76,72,58,6.94,3,1,4,BI Analyst,Not Placed,Male,Tier 2,Urban
STU_0531,66,83,84,61,48,91,68,70,7.08,2,0,3,BI Analyst,Not Placed,Male,Tier 1,Urban
STU_0532,65,63,47,83,62,68,74,60,6.05,2,1,2,Data Science Intern,Placed,Female,Tier 1,Semi-Urban
STU_0533,70,96,82,79,76,62,76,71,7.66,2,1,3,Data Science Intern,Placed,Female,Tier 3,Semi-Urban
STU_0534,63,59,53,69,75,43,53,76,6.57,2,0,2,Data Scientist,Not Placed,Male,Tier 3,Semi-Urban
STU_0535,58,81,85,66,59,83,71,61,7.14,3,1,2,BI Analyst,Placed,Female,Tier 2,Semi-Urban
STU_0536,80,89,84,92,66,80,64,88,8.08,3,1,3,Data Science Intern,Placed,Female,Tier 2,Semi-Urban
STU_0537,48,80,63,66,32,76,62,52,6.66,2,0,3,BI Analyst,Not Placed,Male,Tier 2,Urban
STU_0538,47,72,99,57,50,70,85,74,6.66,1,0,3,Business Analyst,Not Placed,Female,Tier 3,Semi-Urban
STU_0539,89,83,58,86,84,67,61,78,8.0,4,1,2,Data Scientist,Placed,Female,Tier 3,Semi-Urban
STU_0540,77,92,91,69,55,86,81,56,7.64,2,2,3,Data Analyst,Placed,Male,Tier 3,Rural
STU_0541,66,84,65,72,62,60,59,89,7.65,3,1,3,Data Science Intern,Placed,Male,Tier 3,Urban
STU_0542,88,70,61,88,96,60,60,74,7.66,4,0,2,ML Intern,Placed,Male,Tier 2,Urban
STU_0543,59,61,87,66,54,62,94,81,7.03,4,1,1,Business Analyst,Placed,Male,Tier 2,Semi-Urban
STU_0544,97,79,72,94,99,66,70,80,8.0,4,1,2,ML Intern,Placed,Male,Tier 1,Semi-Urban
STU_0545,95,76,54,83,88,46,74,76,7.48,3,0,3,ML Intern,Placed,Male,Tier 1,Urban
STU_0546,64,49,79,59,52,74,86,70,7.17,3,0,2,Business Analyst,Not Placed,Male,Tier 3,Semi-Urban
STU_0547,57,88,73,67,59,74,83,83,7.68,2,1,4,Data Analyst,Placed,Female,Tier 3,Urban
STU_0548,84,71,46,82,99,56,75,72,8.4,4,1,2,ML Intern,Placed,Male,Tier 2,Rural
STU_0549,90,71,59,83,72,49,73,78,7.97,3,1,2,Data Scientist,Placed,Male,Tier 2,Urban
STU_0550,59,78,74,44,41,81,84,70,6.49,2,0,3,BI Analyst,Not Placed,Female,Tier 1,Urban
STU_0551,99,86,60,90,89,56,69,80,8.09,4,1,2,Data Scientist,Placed,Female,Tier 2,Urban
STU_0552,67,64,86,54,37,94,79,79,6.86,3,2,3,BI Analyst,Not Placed,Male,Tier 2,Urban
STU_0553,80,81,53,72,74,56,49,60,6.07,2,0,2,Data Scientist,Not Placed,Male,Tier 2,Urban
STU_0554,87,64,65,74,87,69,67,93,7.94,4,2,2,Data Scientist,Placed,Female,Tier 3,Semi-Urban
STU_0555,42,86,80,46,66,83,65,57,6.91,3,1,2,BI Analyst,Placed,Male,Tier 1,Rural
STU_0556,48,61,84,57,49,69,70,78,7.63,2,0,2,Business Analyst,Not Placed,Male,Tier 2,Urban
STU_0557,46,86,74,71,64,73,78,68,6.99,1,2,2,Data Analyst,Placed,Male,Tier 2,Semi-Urban
STU_0558,76,80,75,74,50,73,65,71,7.04,2,2,4,Data Analyst,Not Placed,Male,Tier 3,Urban
STU_0559,70,69,82,70,53,99,77,72,7.6,4,0,2,BI Analyst,Placed,Male,Tier 3,Urban
STU_0560,88,67,49,80,79,43,56,82,7.15,3,0,3,ML Intern,Placed,Male,Tier 2,Urban
STU_0561,64,74,57,68,91,56,69,57,7.47,3,1,1,ML Intern,Placed,Female,Tier 3,Urban
STU_0562,59,55,88,64,37,76,81,63,7.39,2,1,2,Business Analyst,Not Placed,Female,Tier 2,Semi-Urban
STU_0563,74,80,77,69,58,81,76,64,7.31,4,0,3,Data Analyst,Placed,Other,Tier 1,Urban
STU_0564,60,84,97,70,63,81,67,71,7.07,3,1,3,Data Analyst,Placed,Male,Tier 2,Rural
STU_0565,44,62,90,58,49,60,77,70,6.65,3,0,2,Business Analyst,Placed,Male,Tier 1,Semi-Urban
STU_0566,93,79,71,82,88,69,56,97,7.72,4,0,2,Data Scientist,Placed,Female,Tier 2,Semi-Urban
STU_0567,45,44,83,58,42,77,88,80,6.97,2,0,2,Business Analyst,Not Placed,Female,Tier 3,Rural
STU_0568,92,79,77,77,87,63,76,74,7.58,4,2,2,Data Scientist,Placed,Male,Tier 3,Rural
STU_0569,63,75,69,88,62,72,88,71,7.2,3,1,3,Data Science Intern,Not Placed,Male,Tier 2,Semi-Urban
STU_0570,50,68,93,73,50,93,86,76,8.18,3,0,1,Business Analyst,Placed,Male,Tier 2,Semi-Urban
STU_0571,92,58,57,99,81,48,64,75,6.98,3,1,3,Data Scientist,Placed,Male,Tier 1,Urban
STU_0572,55,83,68,73,48,90,68,78,6.78,2,0,4,BI Analyst,Placed,Male,Tier 2,Semi-Urban
STU_0573,48,64,77,52,50,69,78,75,7.02,3,1,3,Business Analyst,Not Placed,Female,Tier 1,Semi-Urban
STU_0574,90,62,52,77,70,37,63,67,6.78,3,1,3,ML Intern,Placed,Male,Tier 2,Rural
STU_0575,68,91,87,80,51,95,74,92,7.88,3,0,2,BI Analyst,Placed,Other,Tier 3,Urban
STU_0576,81,64,60,77,61,49,66,65,6.2,1,0,3,Data Science Intern,Not Placed,Female,Tier 3,Urban
STU_0577,58,70,62,65,54,71,74,59,7.26,1,0,2,Data Analyst,Not Placed,Male,Tier 1,Urban
STU_0578,61,66,59,75,59,67,77,66,6.52,2,0,4,Data Science Intern,Not Placed,Female,Tier 2,Rural
STU_0579,99,73,73,97,93,63,49,76,7.48,5,0,2,Data Scientist,Placed,Female,Tier 2,Urban
STU_0580,54,63,93,65,47,73,88,97,9.06,4,1,3,Business Analyst,Placed,Male,Tier 1,Semi-Urban
STU_0581,80,72,56,86,85,35,73,86,7.18,3,0,1,Data Scientist,Placed,Male,Tier 2,Urban
STU_0582,65,64,61,68,71,47,59,83,7.35,2,3,3,Data Science Intern,Placed,Male,Tier 2,Urban
STU_0583,78,86,63,71,87,57,63,78,7.35,2,1,2,Data Scientist,Placed,Female,Tier 2,Urban
STU_0584,59,73,99,69,40,74,99,91,8.02,3,1,3,Business Analyst,Placed,Female,Tier 3,Semi-Urban
STU_0585,99,74,51,76,81,32,57,78,6.73,3,0,1,ML Intern,Placed,Male,Tier 2,Urban
STU_0586,47,66,92,54,43,66,80,72,6.86,3,1,1,Business Analyst,Not Placed,Male,Tier 3,Semi-Urban
STU_0587,60,98,78,74,53,92,83,81,7.81,2,2,3,Data Analyst,Placed,Male,Tier 1,Rural
STU_0588,67,83,74,85,49,85,78,68,6.94,3,0,2,Data Analyst,Not Placed,Male,Tier 3,Rural
STU_0589,71,89,94,65,43,75,71,71,7.15,3,0,3,Data Analyst,Placed,Female,Tier 1,Semi-Urban
STU_0590,64,73,89,88,60,88,77,78,7.45,4,0,3,Data Analyst,Placed,Female,Tier 1,Semi-Urban
STU_0591,55,71,64,49,37,67,52,59,5.6,1,1,3,Data Analyst,Placed,Female,Tier 1,Urban
STU_0592,93,78,67,82,80,51,66,64,7.62,3,0,2,ML Intern,Not Placed,Female,Tier 2,Rural
STU_0593,69,80,80,75,44,79,64,65,6.88,2,0,3,Data Analyst,Placed,Female,Tier 2,Urban
STU_0594,35,65,72,56,25,72,84,72,6.1,1,0,1,Business Analyst,Not Placed,Female,Tier 3,Semi-Urban
STU_0595,75,78,85,64,78,58,70,73,7.19,2,0,4,Data Science Intern,Not Placed,Female,Tier 3,Urban
STU_0596,89,83,58,99,75,69,70,74,7.83,5,2,0,Data Scientist,Placed,Male,Tier 2,Urban
STU_0597,87,56,54,67,89,42,58,76,7.34,3,0,2,ML Intern,Placed,Other,Tier 2,Urban
STU_0598,61,86,73,77,70,99,73,81,8.05,3,1,2,Data Analyst,Placed,Male,Tier 2,Semi-Urban
STU_0599,57,99,94,72,69,84,73,82,7.67,3,1,3,Data Analyst,Not Placed,Male,Tier 3,Semi-Urban
STU_0600,61,96,79,67,52,90,70,66,7.35,4,0,3,Data Analyst,Not Placed,Male,Tier 3,Semi-Urban
STU_0601,66,90,79,68,76,80,74,75,7.83,4,0,3,Data Analyst,Placed,Male,Tier 2,Urban
STU_0602,51,70,95,61,39,85,88,97,7.91,3,1,2,Business Analyst,Placed,Female,Tier 2,Rural
STU_0603,46,84,95,66,51,81,64,68,7.57,3,0,2,Data Analyst,Not Placed,Male,Tier 3,Urban
STU_0604,51,69,81,63,46,76,58,56,5.82,0,0,3,Data Analyst,Not Placed,Female,Tier 1,Urban
STU_0605,56,81,71,63,47,93,46,67,7.06,3,2,3,Data Analyst,Placed,Male,Tier 1,Semi-Urban
STU_0606,94,73,61,81,73,37,63,66,7.24,3,0,2,Data Scientist,Placed,Male,Tier 2,Rural
STU_0607,55,69,99,89,57,79,87,94,8.55,4,1,2,Business Analyst,Placed,Male,Tier 3,Urban
STU_0608,62,59,65,64,52,59,85,83,7.49,2,0,2,Business Analyst,Not Placed,Female,Tier 2,Semi-Urban
STU_0609,85,71,68,82,71,43,76,81,7.52,3,1,2,Data Scientist,Placed,Female,Tier 3,Semi-Urban
STU_0610,89,67,53,73,86,37,59,74,7.11,3,2,2,ML Intern,Placed,Male,Tier 1,Rural
STU_0611,67,82,86,78,60,82,68,63,7.06,3,1,2,Data Analyst,Placed,Male,Tier 2,Urban
STU_0612,70,99,89,85,45,86,89,80,8.13,4,0,1,BI Analyst,Placed,Other,Tier 2,Urban
STU_0613,93,65,44,73,71,38,66,77,6.76,2,0,1,ML Intern,Not Placed,Male,Tier 3,Urban
STU_0614,66,70,78,60,62,75,61,71,7.54,3,2,3,Data Analyst,Not Placed,Male,Tier 2,Urban
STU_0615,47,87,69,48,28,82,66,56,6.8,1,0,2,BI Analyst,Not Placed,Male,Tier 2,Urban
STU_0616,76,70,58,79,68,49,54,72,5.5,2,0,1,Data Science Intern,Not Placed,Male,Tier 1,Rural
STU_0617,62,80,71,70,43,74,76,62,6.27,1,1,3,Data Analyst,Not Placed,Male,Tier 2,Urban
STU_0618,38,54,91,62,44,68,88,73,6.31,2,0,3,Business Analyst,Not Placed,Male,Tier 3,Rural
STU_0619,56,72,69,55,43,83,74,40,6.9,2,0,2,BI Analyst,Not Placed,Female,Tier 2,Urban
STU_0620,46,74,86,50,46,94,61,69,6.77,2,0,2,BI Analyst,Not Placed,Female,Tier 3,Rural
STU_0621,49,71,67,55,65,77,69,67,6.36,1,0,3,Data Analyst,Not Placed,Female,Tier 3,Semi-Urban
STU_0622,38,65,92,53,52,77,98,76,6.71,3,0,3,Business Analyst,Placed,Female,Tier 1,Urban
STU_0623,34,52,87,39,25,65,74,73,6.43,2,0,3,Business Analyst,Not Placed,Female,Tier 3,Semi-Urban
STU_0624,96,76,50,99,78,54,78,77,7.81,4,0,2,Data Scientist,Placed,Female,Tier 2,Urban
STU_0625,86,72,63,76,98,34,68,68,6.71,2,1,1,ML Intern,Placed,Female,Tier 1,Urban
STU_0626,53,56,72,58,44,70,70,69,5.71,2,2,3,Business Analyst,Not Placed,Male,Tier 2,Urban
STU_0627,83,74,64,67,83,54,58,69,6.91,3,2,2,Data Scientist,Placed,Male,Tier 3,Urban
STU_0628,51,49,69,52,48,76,69,78,7.28,2,0,3,BI Analyst,Not Placed,Female,Tier 2,Semi-Urban
STU_0629,71,90,78,74,52,78,73,67,7.89,1,1,4,Data Analyst,Placed,Female,Tier 1,Semi-Urban
STU_0630,68,68,95,78,59,68,95,93,8.1,4,0,2,Business Analyst,Placed,Other,Tier 3,Urban
STU_0631,83,50,40,76,71,38,64,64,5.72,0,1,2,ML Intern,Not Placed,Female,Tier 3,Rural
STU_0632,69,66,68,66,69,65,78,78,7.48,2,0,4,Data Science Intern,Placed,Male,Tier 2,Rural
STU_0633,79,84,57,74,80,68,66,75,6.85,3,0,2,Data Scientist,Placed,Male,Tier 2,Urban
STU_0634,99,69,54,75,88,63,81,81,7.23,4,2,1,Data Scientist,Placed,Female,Tier 1,Urban
STU_0635,60,83,82,57,73,83,71,76,6.48,3,1,3,Data Analyst,Placed,Male,Tier 2,Urban
STU_0636,87,71,52,85,81,48,73,74,6.68,2,0,3,Data Scientist,Not Placed,Male,Tier 2,Semi-Urban
STU_0637,89,85,59,85,86,51,65,75,6.69,3,1,2,Data Scientist,Placed,Female,Tier 2,Urban
STU_0638,39,75,69,46,51,73,73,81,6.66,2,1,3,Business Analyst,Placed,Male,Tier 1,Urban
STU_0639,66,67,99,52,56,86,97,84,6.94,3,0,3,Business Analyst,Not Placed,Female,Tier 3,Semi-Urban
STU_0640,48,65,90,65,53,64,83,73,7.17,2,1,1,Business Analyst,Not Placed,Female,Tier 2,Semi-Urban
STU_0641,69,99,90,97,63,88,78,75,7.39,3,0,3,Data Analyst,Placed,Male,Tier 2,Urban
STU_0642,49,70,85,54,38,68,85,89,7.44,1,1,1,Business Analyst,Not Placed,Male,Tier 2,Rural
STU_0643,36,56,82,43,35,63,75,78,6.86,1,0,2,Business Analyst,Not Placed,Male,Tier 2,Semi-Urban
STU_0644,41,50,80,65,50,50,82,71,6.09,2,1,3,Business Analyst,Not Placed,Female,Tier 1,Urban
STU_0645,54,70,72,60,39,62,56,63,6.22,2,0,3,Data Analyst,Not Placed,Male,Tier 2,Semi-Urban
STU_0646,71,70,53,69,69,63,60,62,5.81,2,0,3,Data Science Intern,Not Placed,Male,Tier 2,Urban
STU_0647,88,69,60,91,88,57,69,71,7.29,4,0,1,Data Scientist,Placed,Other,Tier 1,Semi-Urban
STU_0648,94,70,54,78,88,49,69,74,7.68,4,0,1,ML Intern,Placed,Male,Tier 1,Urban
STU_0649,60,83,63,55,35,76,81,60,5.5,2,1,3,BI Analyst,Not Placed,Male,Tier 2,Urban
STU_0650,92,85,57,82,77,56,49,85,7.48,4,0,2,Data Scientist,Placed,Male,Tier 1,Urban
STU_0651,75,81,67,61,46,68,72,74,6.8,3,1,1,Data Analyst,Placed,Male,Tier 2,Urban
STU_0652,77,82,72,99,99,52,88,74,7.12,2,1,3,Data Scientist,Placed,Other,Tier 2,Semi-Urban
STU_0653,89,87,64,95,80,64,84,84,8.58,3,0,2,Data Scientist,Placed,Male,Tier 2,Semi-Urban
STU_0654,62,88,91,54,57,88,80,82,7.24,2,0,4,BI Analyst,Not Placed,Male,Tier 3,Urban
STU_0655,75,67,44,79,91,56,55,71,6.72,2,0,1,Data Scientist,Placed,Female,Tier 2,Urban
STU_0656,46,69,78,55,56,73,64,63,5.89,3,1,3,Data Analyst,Not Placed,Female,Tier 3,Semi-Urban
STU_0657,45,57,76,53,33,65,72,69,6.34,1,0,2,Business Analyst,Not Placed,Male,Tier 3,Urban
STU_0658,44,55,75,60,51,77,72,86,6.58,3,1,3,Business Analyst,Not Placed,Female,Tier 3,Urban
STU_0659,83,71,46,78,87,38,66,83,6.82,4,0,3,ML Intern,Placed,Female,Tier 1,Semi-Urban
STU_0660,79,81,54,85,60,71,72,69,6.49,3,3,3,Data Scientist,Placed,Male,Tier 3,Rural
STU_0661,35,64,73,63,47,64,93,85,7.24,3,0,3,Business Analyst,Not Placed,Female,Tier 3,Rural
STU_0662,82,72,55,83,68,52,79,88,7.27,3,0,4,Data Science Intern,Placed,Female,Tier 2,Semi-Urban
STU_0663,85,83,54,74,80,61,55,78,7.89,4,1,3,ML Intern,Placed,Male,Tier 2,Urban
STU_0664,43,55,88,54,39,77,94,82,6.87,2,0,1,Business Analyst,Not Placed,Female,Tier 3,Semi-Urban
STU_0665,58,79,81,71,45,84,69,58,7.04,2,1,3,Data Analyst,Not Placed,Other,Tier 2,Urban
STU_0666,57,80,82,84,56,74,72,70,7.17,2,1,3,Data Analyst,Placed,Female,Tier 2,Urban
STU_0667,47,61,88,54,52,73,74,91,6.31,2,0,2,Business Analyst,Not Placed,Male,Tier 3,Semi-Urban
STU_0668,72,83,99,91,59,81,74,82,7.42,3,0,3,Data Analyst,Placed,Male,Tier 2,Semi-Urban
STU_0669,71,86,80,79,49,85,65,73,7.05,1,1,2,Data Analyst,Placed,Female,Tier 1,Urban
STU_0670,49,62,81,70,40,67,99,87,7.39,3,1,1,Business Analyst,Placed,Male,Tier 2,Urban
STU_0671,48,81,70,64,32,81,63,74,7.31,4,1,2,Data Analyst,Placed,Female,Tier 2,Semi-Urban
STU_0672,63,74,63,87,82,69,67,88,6.96,2,0,2,Data Science Intern,Placed,Male,Tier 3,Rural
STU_0673,55,76,84,90,55,81,62,82,8.2,3,1,2,Data Analyst,Placed,Male,Tier 2,Semi-Urban
STU_0674,94,83,57,80,74,60,59,69,6.77,5,0,2,Data Scientist,Not Placed,Female,Tier 3,Urban
STU_0675,44,55,77,60,43,67,83,70,6.01,3,0,2,Business Analyst,Not Placed,Female,Tier 2,Rural
STU_0676,77,75,56,84,65,64,79,81,6.91,2,0,3,Data Science Intern,Placed,Male,Tier 2,Semi-Urban
STU_0677,57,74,81,67,42,66,47,65,5.87,2,0,1,Data Analyst,Not Placed,Male,Tier 1,Semi-Urban
STU_0678,50,71,87,71,40,81,82,86,7.3,2,1,3,Business Analyst,Placed,Female,Tier 2,Urban
STU_0679,63,74,50,73,73,58,60,78,6.95,2,0,3,Data Science Intern,Not Placed,Female,Tier 3,Urban
STU_0680,54,75,77,81,56,94,76,70,6.9,2,1,3,BI Analyst,Placed,Female,Tier 1,Urban
STU_0681,37,74,74,47,39,71,73,75,7.43,2,0,4,BI Analyst,Not Placed,Male,Tier 3,Urban
STU_0682,49,56,67,36,25,53,69,69,5.73,0,0,2,Business Analyst,Not Placed,Male,Tier 2,Urban
STU_0683,52,82,76,65,58,66,68,67,7.04,2,0,2,Data Analyst,Not Placed,Female,Tier 1,Semi-Urban
STU_0684,84,75,61,71,85,53,60,79,7.68,3,1,2,ML Intern,Placed,Female,Tier 1,Urban
STU_0685,77,87,54,75,64,67,57,75,7.04,3,0,4,Data Science Intern,Not Placed,Male,Tier 3,Rural
STU_0686,75,65,44,75,85,53,66,83,6.74,3,1,0,Data Scientist,Not Placed,Female,Tier 2,Urban
STU_0687,93,78,70,86,85,53,79,79,7.77,4,1,2,Data Scientist,Placed,Male,Tier 2,Semi-Urban
STU_0688,47,50,83,50,40,74,87,76,6.9,2,1,1,Business Analyst,Not Placed,Male,Tier 2,Semi-Urban
STU_0689,48,99,96,72,47,90,75,84,7.13,3,2,3,BI Analyst,Placed,Female,Tier 2,Semi-Urban
STU_0690,66,78,79,79,66,92,76,70,6.78,2,0,3,Data Analyst,Not Placed,Male,Tier 2,Urban
STU_0691,25,61,81,58,42,59,86,82,6.58,3,0,2,Business Analyst,Not Placed,Female,Tier 2,Semi-Urban
STU_0692,99,92,73,90,90,68,76,92,7.85,4,0,1,Data Scientist,Placed,Male,Tier 3,Rural
STU_0693,84,86,71,79,47,61,56,64,6.2,2,0,3,Data Scientist,Not Placed,Male,Tier 2,Rural
STU_0694,52,63,93,53,42,79,94,89,7.57,3,0,1,Business Analyst,Placed,Female,Tier 1,Semi-Urban
STU_0695,61,80,81,75,68,68,71,65,7.95,3,0,3,Data Analyst,Not Placed,Male,Tier 2,Semi-Urban
STU_0696,70,72,55,78,90,43,55,87,6.55,3,1,3,ML Intern,Placed,Female,Tier 2,Urban
STU_0697,55,74,91,53,37,75,99,93,7.65,3,0,2,Business Analyst,Placed,Male,Tier 2,Rural
STU_0698,91,67,71,76,82,57,63,85,6.83,3,0,2,Data Scientist,Placed,Female,Tier 3,Rural
STU_0699,58,73,82,66,79,85,66,64,7.0,2,0,4,Data Analyst,Not Placed,Male,Tier 3,Semi-Urban
STU_0700,72,70,62,96,92,61,65,79,6.93,4,0,3,Data Scientist,Placed,Female,Tier 2,Semi-Urban
STU_0701,80,88,58,83,65,56,72,67,6.45,3,0,1,Data Scientist,Placed,Female,Tier 2,Semi-Urban
STU_0702,60,92,73,80,52,79,64,77,7.61,3,1,3,Data Analyst,Placed,Other,Tier 3,Urban
STU_0703,72,72,81,72,47,86,95,62,7.38,2,0,1,Business Analyst,Not Placed,Female,Tier 3,Rural
STU_0704,46,80,72,52,39,55,59,78,6.39,1,1,3,Data Analyst,Not Placed,Male,Tier 2,Semi-Urban
STU_0705,75,99,93,82,73,87,73,84,7.38,3,0,4,Data Analyst,Placed,Male,Tier 2,Semi-Urban
STU_0706,77,60,51,68,68,60,49,78,5.91,2,1,2,Data Science Intern,Not Placed,Female,Tier 3,Semi-Urban
STU_0707,50,65,82,85,52,71,97,91,8.35,2,0,2,Business Analyst,Placed,Female,Tier 2,Rural
STU_0708,60,92,77,64,39,82,93,88,7.45,2,2,3,BI Analyst,Placed,Male,Tier 2,Semi-Urban
STU_0709,45,69,77,53,40,66,78,83,6.36,1,0,3,Business Analyst,Not Placed,Male,Tier 3,Urban
STU_0710,85,71,60,79,77,38,61,71,6.43,2,0,2,ML Intern,Not Placed,Female,Tier 3,Semi-Urban
STU_0711,51,74,92,46,28,83,66,67,5.96,2,0,3,BI Analyst,Not Placed,Female,Tier 1,Rural
STU_0712,88,85,48,79,84,63,81,82,7.51,3,1,1,Data Scientist,Placed,Female,Tier 2,Semi-Urban
